,Target
827667738,0
818881688,0
824628900,0
84919645,0
87913895,0
820961941,1
462281935,0
828781688,0
813964165,0
8390015504,0
825262162,0
373252849,0
3151451755,0
398243257,0
3151442915,0
84252459,2
4445760969,0
361475451,0
335640207,0
57335789,0
86170895,0
569838766,0
87587383,0
5388907339,0
59493667,0
599597311,1
89958435,0
435317470,1
572520147,0
436254651,0
566247259,0
1072676721,0
5123973380,2
5115689762,2
5121500415,1
575531053,0
5119911493,0
5124243510,0
442061027,0
5123295592,0
440412820,1
86779852,0
831067322,0
5414514616,0
10400962553,0
87270216,0
5113826848,0
87142447,0
1148683930,0
1152590351,0
830695573,0
1069901662,0
85174339,0
87327021,0
576521347,0
528538687,0
1054055221,0
455152692,0
739001752,0
1033056554,2
583184159,0
449182886,0
3438365907,0
570821060,2
10383895919,1
7165284466,0
311975374,0
3432371991,0
389910616,0
1021823664,0
454271297,0
3398057560,0
1032311612,0
760145973,0
386862178,0
5409489035,0
1032156081,0
10449011191,0
77710266,0
1152945832,2
734050789,0
5122955157,0
1152325530,0
1153927132,0
1080923257,0
7423944343,0
577070620,0
1038015867,0
1038883880,0
7380126133,0
1164802839,2
1019645797,0
753857550,2
731966344,0
392340206,0
3151915708,0
57687138,2
75996262,0
1039453047,0
364922837,0
1025242749,2
644279174,0
1141008451,2
371804611,0
334283689,0
1141653817,0
3154590285,0
373003849,0
4381635988,0
3435331544,0
389337992,0
416305485,0
332183736,0
3422667839,0
1035152032,0
449544968,0
812733927,0
1146778459,0
4381172849,0
373247987,0
378072690,0
3112256693,0
811417339,0
386770453,0
1069416418,0
494338138,0
824913869,1
382213509,0
370459332,0
3300003189,0
10442695694,0
333738580,0
1010712915,2
818168149,0
108361894,0
337673738,0
3101580365,0
8402316458,0
8449242589,0
813690435,0
4403269375,0
825531754,0
8430129166,0
3110465140,0
368083143,0
817406047,1
4388957222,0
410982540,0
417385522,0
389910208,0
822228202,0
3443175117,0
568614438,0
3164300536,0
346187483,0
8426748387,0
451333164,0
4449866265,0
108846578,2
814227101,0
811542659,0
1082195308,0
831312309,0
459049666,0
330428646,0
635774898,0
820427806,0
368057996,0
474179641,0
106772988,0
1032182527,0
6419216413,2
4426607498,0
345323387,0
7412598933,0
451139222,0
1134390974,0
49223101,0
4220858936,0
1149404829,0
1436836812,0
1020526497,2
488579626,0
1436835899,1
1396373068,0
4428626765,2
8409988637,0
467834846,2
430105152,0
10435464385,0
736998760,0
731732925,0
810504443,0
4424641614,1
722887901,0
3212947020,0
325575625,0
1152904627,0
371826472,0
1154422978,0
360053435,0
336992797,0
361558418,0
416860792,1
366863977,0
88040622,0
823137703,0
811539262,0
1153827401,0
823707188,0
7220926851,0
741803021,0
108046436,0
462281775,0
84745839,0
812934661,0
819409737,0
8392382818,0
84930032,0
363850061,0
828785547,0
359974213,0
3151597392,0
572081712,0
35086133,0
488887427,0
346188387,2
8390487631,2
338150540,0
1153899320,0
1398215645,0
454856557,0
8412880247,0
89105362,0
821173253,0
87772010,0
1019026913,0
5108556361,2
575189010,0
4108721118,0
564289301,1
565024498,0
4108861389,0
4100170303,0
466400048,0
1436664916,1
1152582236,0
749705689,0
7423152792,0
755129047,0
753840461,0
565995318,0
733771410,0
87326756,0
738420910,0
1035266767,0
7220100179,0
596303574,0
760449052,0
360006984,0
731732514,0
595744748,0
812029597,0
3299487434,0
345843319,0
334213569,0
521389303,0
10450637697,2
760362504,0
78768867,0
364816079,0
573401935,0
742231217,2
1069334543,2
760200332,0
1057250967,2
1152923257,0
1011843826,0
717048051,0
337460405,0
3404665402,0
78520417,2
7391249979,0
751155994,0
736003018,0
749648384,0
3389536313,0
360054332,0
3109648571,0
757424371,0
1023405895,2
10452769074,0
520986007,0
6394995960,0
6379455867,0
646792301,2
732978025,0
637845578,0
335149909,0
6296516316,0
1147219588,0
3110092677,0
379941204,0
334109731,0
6395334116,0
368099745,1
366975360,0
3100736140,0
8453014087,0
471485185,0
817119722,0
384350711,0
425438002,0
3151854648,0
328389134,0
10446660630,2
323036922,0
816702518,0
3116253470,0
3152054097,2
8390227260,0
8417939727,0
3112820489,0
820030149,0
4299215816,0
8397441244,0
3151812649,0
456462712,0
85254957,0
369293001,0
813043164,0
813665925,0
3395541756,0
449585329,0
469257273,2
104274674,0
816057930,0
334106773,0
8409508901,0
511835211,0
4299795477,0
822223742,0
85692036,0
815080850,0
3213122829,0
361453145,0
319121784,0
337059437,0
813703875,0
479817371,0
433622667,0
3427317984,0
411206215,0
1031797469,2
8397446105,0
824231074,0
810557388,0
8164013236,2
359984919,0
3110231131,0
46398868,0
361526706,0
759877240,0
736278741,0
1147122126,0
4440505200,0
10153937680,0
4407442910,2
453029254,0
432605636,0
1023731707,0
1153091856,0
1442449951,0
1153223448,0
829534029,0
647576687,0
4103645050,0
429630945,1
8417948819,0
453414896,0
1153161985,0
1154313006,0
444347270,0
75104107,0
753321788,0
439565058,0
810497806,0
720136590,0
435169671,0
333321645,0
360030336,0
3151646468,0
4411693015,0
438747722,1
485871291,0
3115789396,0
3213736042,2
436884288,0
483855327,0
389253287,0
5123026754,0
524290509,0
3101524747,0
5124258682,0
1393161486,0
592986685,0
1154187754,0
411527749,0
561992571,0
1049819207,0
1144699888,0
1138433526,0
1152350418,0
756394756,0
85192697,0
5119934806,0
6397590493,0
561912642,0
566237064,1
5118774079,0
1153883778,0
573647626,0
440787340,0
569726675,0
572004340,1
755706974,0
750890852,0
1037784977,0
334858874,2
3387772003,0
365797679,0
87275468,0
816921523,0
1015376845,0
580658787,0
566186250,0
564356074,0
712162772,0
721243152,0
1399403927,0
362584869,0
1146719881,0
1149184904,0
1125277929,0
1213862247,0
512067000,0
5433410898,0
5122941655,0
572245707,0
56072478,0
569905820,0
5384615418,1
582348116,0
522123722,0
54343349,1
5388388010,0
10392931393,0
756976313,0
580840862,0
7165258587,0
521377751,0
5113176492,0
713507352,1
6220910205,0
512872666,0
645229087,0
5119531456,2
566305415,2
427567810,0
5114853329,0
412086666,0
472605579,2
569789375,0
646239663,0
5119266243,0
5107804931,0
6394061775,0
433756555,0
824189736,0
89259784,0
5119304628,0
519597241,0
583127124,0
638579913,0
827308755,0
1011423264,1
827938110,0
561839724,0
89107590,0
3212830126,0
824240789,0
428049500,0
85803621,0
360045233,1
514420312,0
3151672481,0
569798599,0
320460947,0
3152120567,0
479601518,0
4108669683,0
3443184377,0
3376708533,0
4441485001,0
87148876,0
4387974687,0
345273911,0
365844591,0
1153526518,0
376269615,0
452432218,0
392117519,0
443360382,0
464709688,0
5105573959,0
3151750320,0
4108863627,0
6417666056,0
1048469052,0
499980339,0
4430809956,2
1038578355,0
631747245,0
3151463462,0
332632451,0
3411875972,0
815895343,0
384357996,1
434352151,0
633998239,0
572174362,0
88110808,0
821545007,0
334924012,0
6397606883,0
376402153,0
816368680,0
88358575,0
8405419606,0
108302723,0
636843072,0
84694948,0
369332925,0
5111161038,0
462529052,0
437172566,0
3220638447,0
374650146,0
3403420275,0
419457910,0
6409014400,0
466566141,2
4395672349,1
453278883,0
1016869165,0
371659731,0
3101552715,0
5119798696,0
5421676065,0
3421177005,0
111955072,2
580491339,0
5438263423,0
751903323,0
4406258089,0
433900745,0
1435897364,0
1153809061,0
1143670997,0
1152964501,0
66090355,0
1153979845,0
436183451,0
1154051967,0
752294538,0
5122085390,1
5120332439,0
530267109,0
5118054505,0
462425963,0
523612160,0
5122953779,0
5424143242,0
1153865480,0
743815768,0
454956165,2
5117949145,0
1054348161,0
432036145,0
815634542,0
450478424,0
461262244,0
448158970,0
561783728,1
599447879,0
1164283827,0
10154232659,0
567006949,0
56540663,0
565984210,0
596195161,0
5118070215,2
5412467087,0
738142924,0
58573301,0
5118043356,0
108935164,0
5438782062,0
563146136,0
753916061,0
566035846,0
1026424758,0
755081573,0
736003662,0
523179513,0
85253734,0
564181095,0
466461961,0
376140953,0
3408369228,0
433807947,0
10152068655,0
10448615992,0
3411870686,0
469236480,2
334054364,0
452704056,0
585050131,0
365739593,0
525423228,0
6426698824,0
564448481,0
6385925645,0
88358390,0
5117999083,0
824188741,0
648012506,0
469142643,2
826396413,0
563932943,0
1148358385,0
452115975,0
8400157804,0
1023314225,0
466496988,0
447238125,0
567358063,0
3151546255,0
37942561,0
387190547,2
345144557,0
820532659,0
4452309434,0
4391873540,0
364869585,0
491736720,0
4380605913,0
479658681,2
449887719,0
454769804,2
514674056,0
332907220,0
333605342,0
333077800,0
365877572,0
8388297414,0
612314710,0
1034877847,0
337513022,0
638453347,0
4298935374,0
437079357,0
361567498,0
3151967168,0
1039038858,0
378083939,1
629975904,0
634295312,0
638457264,0
618807732,0
3151993091,0
361114442,0
3164304077,0
475665146,0
6446184354,0
1044173475,2
610855906,0
633928418,0
645368392,0
5105103126,0
1033394489,0
816191183,0
452500642,0
8411775412,0
3440380163,2
84447148,0
3411160604,0
333025056,0
1413349500,0
581124230,0
530583084,0
512062341,0
511279116,0
371868689,0
491756142,2
421051445,2
7385264432,0
6377081536,0
47114462,0
440670530,0
4444524097,0
44555078,0
433116332,2
474281347,0
10442718849,0
1134375316,0
360617166,0
1150443838,0
335799310,0
107877951,0
5113746394,0
84995133,0
8424035147,0
576481176,0
1449133632,0
360571667,0
452253309,0
6394232727,0
510117854,0
483787380,0
89245443,0
723995707,0
5123220269,1
5384596633,0
569860956,0
131704412,1
1153884650,0
5120942314,0
5119757866,0
3403646374,1
1013629475,0
463559643,0
5389325257,1
573783158,1
748925477,0
334285679,0
85854284,0
440662554,0
1148520291,0
3421553228,0
5119417103,2
1154310718,1
5102317782,0
569574539,0
345002690,0
1425157096,0
124146068,0
5110922540,0
1296604563,0
573441837,0
5402046485,0
55704312,0
359952039,0
57677663,0
561895772,0
5412656229,0
5114855119,0
5114876625,0
55324273,0
563045903,0
7296773710,0
523618164,0
580597883,0
569751118,0
10399659979,0
57165038,0
751638330,0
5124369917,1
732219353,0
5115265281,0
561623905,0
1017160484,2
743391055,0
598960963,0
747120845,0
640381892,0
576835829,0
519585107,0
5124489156,0
831346096,0
518256482,0
5110984707,0
5115694254,1
566170055,0
1154234454,0
562045178,0
519314692,1
4430613900,0
4109425005,0
632671364,2
617229407,0
345710665,0
568856012,1
562147861,2
565040082,0
68604552,0
1034873880,0
8421500396,0
635126836,0
1032230973,0
567142681,0
5442542709,0
828328308,0
86305252,0
10423832900,0
5385645125,1
10118302499,0
497232000,0
374531905,2
475814124,0
434416223,1
467736176,0
811148866,0
823875427,0
1068151920,0
1063806571,0
1086301791,1
4438101754,1
366782300,0
419971031,0
4102835026,0
419458293,0
433116112,0
493914054,0
360584027,0
460635111,0
514095241,0
361093023,0
1063859573,0
10432200620,0
821980818,0
484211639,0
4300185796,2
6394224944,0
6433302499,0
634881258,0
6393514836,0
389381089,0
3104464112,0
3406598996,0
1034996028,2
638156567,0
618805714,2
336990814,0
420500075,0
6442048314,0
384590504,0
1147461006,0
330088895,0
634144984,0
361565349,0
373170433,0
360013238,0
645786945,0
65840733,0
5102154674,0
633936370,0
581103601,0
570728705,0
5118761192,0
85480369,0
3151973356,0
3112313727,0
85253236,0
6405233865,0
637753225,0
321216856,0
564218642,0
634243694,0
525357684,0
599295027,0
575291335,0
361117544,2
389355829,0
4438071089,0
743812169,0
455231914,0
1016848684,0
646728342,0
464595856,0
485994899,0
3151557771,0
398230642,2
3384983469,0
573374820,0
5122739279,0
1435637828,0
1144083011,0
1045472396,0
1437842066,0
563193015,0
5385868097,0
365761970,0
3443380473,0
1095283284,2
345265255,0
5418178572,0
78757138,2
58594902,0
564998411,0
451860093,1
7394495947,0
10154382218,0
6220903357,0
1153246638,0
1384105442,0
578430370,0
5102363314,0
4403485766,0
511453104,0
1144404206,0
5384124811,0
1152807104,2
461385155,0
479833455,2
3151932093,0
10153871096,2
56071464,0
520984208,0
567128289,0
1062303327,0
359984157,0
562977623,0
1151037847,0
5297400408,0
10123980243,0
5422959659,0
58906930,0
10120190406,0
582492246,0
722889733,0
736633384,0
566309727,0
530221663,0
5116928377,0
5404418706,1
5107801403,0
7299424199,0
10453889596,0
755635495,0
5417604407,0
5379572781,2
10426581095,0
735012930,0
55492865,0
757647964,0
572328723,0
6405230999,0
10124013267,2
565362333,0
569948714,0
568420486,0
639385795,0
574938588,0
10448976844,0
566179424,0
10123930578,0
563107559,0
387056857,0
3115840134,0
432871424,0
411195874,0
5113302021,0
4381002502,0
10445252561,0
362677218,0
614027596,0
580731486,0
3392752901,0
338091078,0
634386643,0
1045324602,2
68087530,0
647687411,0
576621513,0
638669576,0
829450485,0
108447597,0
812929310,0
472671479,0
86343370,0
467675213,0
334172422,0
5297053910,0
514668249,0
3152038241,0
510290565,0
4388223658,2
436063888,0
3151941566,0
84445715,0
88310883,0
4108657343,0
10428820736,0
827583343,1
455865265,0
828494138,0
4390894582,0
3151550910,0
4427596959,0
344998087,0
1038993142,0
456349248,1
334975943,0
333476249,0
562144615,0
440404396,0
419986928,0
437385574,0
373121827,0
334368647,0
633387898,0
6432764544,0
6429678577,1
448581275,0
1038267804,0
364857480,0
336198419,0
3112579198,0
370524432,0
1396375503,0
821120121,0
619804666,0
3103966033,0
3430528992,0
345694287,1
331880531,0
395625298,0
334170823,0
370421810,0
642329197,0
638430350,0
648330835,0
641994584,0
596245207,0
616165937,0
3151692749,0
56183628,0
5102550827,0
364888659,1
563011404,0
379901651,0
5440490544,1
565002844,0
331877282,0
131872780,0
360010676,0
3151604091,0
434268079,0
8427481387,0
1148349212,0
1152635747,0
1152838205,0
1434381644,0
811936608,0
595851027,0
1152715128,0
10427345382,0
453217493,0
56072232,0
1035248291,0
564045031,0
479625221,0
733981048,0
750237912,0
443079291,0
5119996408,0
5444197972,0
1212818644,0
1153808573,0
512039838,0
511840115,0
566112192,0
1149047023,0
5102032502,0
1125429454,0
593631756,0
563302133,0
513607692,0
59664860,0
5110808663,0
565086131,0
512268275,1
565028121,0
563970905,0
5419362408,0
56862754,0
527475785,0
516830190,0
757736894,0
827030210,0
755029683,1
5123420172,0
5107799532,0
563221637,0
511487473,0
512280066,0
58582607,0
10122961453,0
413007310,0
564451546,0
1154028017,1
1154412542,0
572297501,0
4103399369,0
3403231549,0
588247734,0
471347673,1
5432673316,0
1048135641,0
635692143,0
643124745,0
567005199,0
4105962607,0
3421538208,0
827817244,0
10151564421,0
3151953835,0
569961722,0
333218564,0
439760338,0
439304111,0
3109908106,0
3378732252,0
435576238,0
827384127,0
87087862,0
486052605,0
483630671,0
811704560,0
452434819,0
820247133,0
88316120,0
828450018,0
89256086,0
443373088,0
335971954,0
453698828,0
3404948455,0
333322167,0
453549993,0
3152057661,0
5164449654,0
328710250,0
3112530118,0
4106617853,0
10151725318,0
633314008,0
635598942,0
6449805203,0
1040873527,0
371870619,0
640089741,0
345265134,0
629977235,0
378122073,0
3300173815,0
3116108840,0
518619207,0
633668073,0
561734466,1
88844768,0
334808033,0
10445832906,0
1023490548,0
87664177,0
335842343,0
3151405639,0
336438310,0
3106626165,0
512633584,0
335843745,0
369451802,0
89737491,0
425953299,0
413379532,0
467815102,0
450412601,0
432109868,0
1034564634,0
432282511,0
430640305,0
1055051289,2
458569487,0
471316750,0
3151624350,0
4399013275,0
486399070,0
374735349,0
5121421063,0
59123441,0
362645054,0
435730427,0
424882917,1
479216370,2
4381299224,0
457578723,0
452016327,0
3100800209,0
5108120134,0
4389626808,0
3112575409,0
6379425566,0
3299336971,0
360547937,0
512644714,1
333331288,0
486605035,0
373183724,0
565968232,0
363780041,0
384234288,0
4412165723,0
3166038966,1
3388379610,0
5123952194,0
517192114,0
599515776,0
3151420837,0
10419389568,0
5406204593,0
585279674,2
335973780,0
4109218957,0
572259835,0
510950581,0
3392734440,0
564047580,0
5102456605,2
825475565,0
528511676,0
5121530663,0
3444095307,0
6444224384,0
1034951374,1
105459036,0
392767646,0
363744970,1
5105533402,0
569733982,0
528572837,0
361590406,0
566003827,0
749579154,0
58215393,0
109133858,2
5118306164,0
3406006542,0
84260411,0
345840792,0
529558996,0
575167470,0
3389669925,0
491224224,1
3381536076,2
3404640404,2
3426901531,0
374526318,0
4396738164,0
345145516,0
430114453,0
1402357192,1
56855547,0
4398851393,0
447913631,0
459173495,0
6386146957,0
497168526,0
437075770,0
4381436499,0
8423395958,0
641021466,0
1019765223,0
4377138916,0
562970990,0
741666960,0
5440301211,1
1083161891,2
4100524086,2
4431116612,0
10401124439,0
59832758,0
10385251565,0
638719416,0
337913767,0
3151788008,0
3100812563,0
1140967777,0
1147848148,0
368069980,0
6394233076,0
643038426,0
645440917,0
1148524537,0
463668428,0
611676626,0
7404880148,0
7395006340,1
642097828,0
7390047075,0
1153851462,0
732817587,0
635622268,0
632397060,0
637628300,0
433901636,1
633730563,0
642540216,1
368037191,0
49217470,0
10437533054,0
829988440,0
815696199,2
1020750148,0
1015866501,1
104921375,2
10436918584,0
831186241,0
830534922,0
810988817,0
451745188,0
828763847,0
86339643,0
105942024,1
425942475,0
4399688638,0
4430830502,0
436520912,0
451499837,0
1051390028,0
3392554634,0
334214963,0
4111722578,0
398090282,0
4108809681,0
371797943,0
453162316,0
346176203,0
5118299040,0
514979058,0
4438710376,0
445646684,0
569785370,0
365891235,0
1136299140,0
4396121874,0
491582731,1
814643822,0
5104847255,0
376402476,0
517168394,0
3151474017,0
3401947614,0
596599353,0
593040710,0
3213130353,0
1090012686,0
5113458288,0
54517894,0
570669971,0
564116893,0
3392246379,0
521402244,1
371778917,0
563247909,0
332855277,1
570843771,0
373221895,0
810893549,0
827105790,0
514110486,0
5102537609,0
1081105190,0
5120059286,0
510142394,0
336543143,0
564992565,0
10297044887,0
1053657689,0
753665227,0
10428645478,0
751437542,2
1036816290,0
3389380480,0
5107627550,2
5121833942,0
448159630,0
117340925,0
10106763630,0
1035470697,0
1144645437,0
4383639916,0
1149231924,0
428046152,0
1408070852,0
58745203,0
1220591052,0
561949787,0
479658093,0
449476294,1
6378021961,1
85192004,0
441641467,0
1141334318,0
57689436,2
518293246,0
4106019805,0
5102062227,0
593760173,0
732818709,1
5120646124,0
1064296232,0
565161547,0
4391884814,0
449798607,0
6165031475,0
1097426507,0
345266355,0
639832197,2
631909020,0
631896324,0
631754512,0
1154236150,0
725588015,0
529551032,0
494090586,0
637831207,2
574801076,0
590351934,0
6165094840,0
577161292,0
644431082,0
638060325,1
451602700,0
619803238,0
3406973684,0
439094291,0
470012793,0
830737570,0
624732950,0
831332218,0
1016731443,1
623630293,1
1045729033,0
7393549049,2
483984784,0
322299011,0
4438729823,0
417940243,0
466396298,0
7390242520,0
442503443,0
336870067,0
1444392563,1
1135359828,0
481835522,0
371702443,0
334426876,0
362616327,0
433414969,0
511637905,0
5439878771,0
373180120,0
10154173096,2
571062242,0
332390241,0
454028841,0
361052950,0
346054225,0
518970254,0
517523689,0
345844473,0
514964717,2
1060015440,0
639407735,0
5414150299,0
323763218,0
452492128,0
5439090871,0
514931217,0
5119739177,0
338095893,0
585632496,0
1153957114,0
529228942,0
5105016105,0
1010433944,2
518278704,0
585397590,0
10220826458,0
3151915952,0
567061200,0
1096501023,0
374473698,0
592922772,0
3151634423,0
5115215044,0
5113489255,0
3112672809,0
1048604829,0
3408837527,0
523230611,0
748277066,0
755010491,0
745678810,0
752986774,0
3116006871,0
345851220,1
323770023,1
479347702,2
442052197,0
1148106228,0
1146491457,0
333701071,0
418433987,0
1150689541,2
561895328,1
1390552881,0
5123882175,0
5120596613,0
514438072,0
5429216206,0
471581337,0
1150508613,0
1127594210,0
1419108343,0
610861751,0
6444478091,0
6421133873,0
1131357353,0
519619786,2
446333645,0
1124790615,1
810037661,0
497170068,0
59970103,0
564352608,0
5120768315,0
449477217,0
332333383,2
6443261984,0
6379014307,0
3114069396,0
469211626,0
362578034,0
413022128,0
1411462880,0
642386748,0
6398404884,0
395175971,0
3403227428,0
1077881661,0
637535922,0
632003465,0
811443135,0
751505423,0
759648229,0
758850485,0
738534468,0
77434123,0
567351963,0
755754910,2
713935083,0
587557665,0
451427266,0
4108794284,0
7389666678,0
642418067,0
1148348012,0
6377678027,0
488421629,0
439650957,0
1036290549,0
3151985538,0
337112053,0
626315405,2
810555427,0
466741910,0
336803758,0
10442689939,0
8296728916,0
3117673690,2
369355206,1
510775421,0
1150696729,0
576932864,0
1064475087,0
56673756,0
365765667,0
3106638195,0
1377392542,0
511809803,0
5442901464,0
569926304,0
1153836212,0
5113747961,0
7381463960,1
568465313,2
410685465,0
5123572680,0
8423128832,1
1398589363,2
1437072081,0
828991912,0
512861468,0
1068815598,0
5104792557,0
743804844,0
566295543,0
5397643700,0
384695904,1
513342093,0
443088130,0
7444091683,1
746990799,2
474263097,2
3151597424,0
455449326,0
3151941160,0
8398399495,0
3114393713,0
565189293,0
511829081,1
346183330,0
1153063083,0
571977890,0
54332731,1
1146917503,0
5118924284,0
565982526,0
5378923848,2
718680605,0
5384935013,0
583146574,0
7431170992,0
518288339,0
5101790946,0
520270247,0
566371983,1
569751203,1
735122586,0
1093117340,0
5119924691,0
56079108,0
738136326,0
747400615,0
757031754,0
734437558,0
55497672,0
86823933,1
1028226012,0
563883913,0
565922823,0
5120672033,0
411213968,0
5417472505,0
575165825,0
5112969395,2
5112889631,0
3399138049,0
479498748,0
523610062,0
334529053,0
1032483020,0
596248696,0
1011492517,0
6429084444,0
68604472,0
89587387,0
374578106,0
8407672876,0
563415369,0
4103168127,0
3434178977,0
827457924,0
345844534,0
8392057007,1
8384415120,0
810817267,1
360004655,0
567501645,1
443495788,0
389754198,2
345136640,0
366884771,0
463571929,0
1061527503,0
1045328432,0
1152526396,0
1050622960,0
3381516713,0
3115897626,0
426995444,0
370533327,0
1038153232,1
447906010,0
84689021,0
88631565,0
1010353837,0
463470595,0
639612000,0
641530571,0
1048208668,2
1044267631,0
632398830,0
1146647545,0
820934469,0
618307141,0
610367664,0
366970751,1
336994036,0
368079582,0
369370910,0
3392728181,0
469084707,0
394951947,0
638660520,0
1132182870,0
88369390,0
361056945,0
3107432838,0
87834913,0
373206967,1
84693624,0
3410373357,0
815315050,0
366896162,0
3297657975,0
3103856592,0
335338671,0
10428250310,0
5115626166,0
3151940136,0
5214027531,0
5116824540,0
749934365,0
5387939587,0
466531600,0
466684309,0
360616103,0
465550751,0
450026137,0
441913120,0
450663530,0
488393648,0
474225320,0
412658028,0
1434375776,0
419460117,0
436516491,0
6386142268,0
433565247,2
828277057,0
824065388,0
6378060478,0
132129533,1
1125977102,0
1150785546,0
55717046,0
510913750,0
513859073,0
731728372,0
596174325,0
580264127,0
598767388,0
514682792,1
570754899,0
5110821286,1
497035583,0
570913692,0
447251313,2
57348848,0
1022809853,0
563288499,0
5120311120,0
10389126892,0
6445638852,0
6434973075,0
511669728,0
5417419840,0
5164431912,0
562801432,0
567227909,0
510403994,0
5119600903,0
525403955,0
824797918,0
515468540,0
580195693,0
593356087,0
752787007,1
746201042,0
59971793,0
564054029,0
1051080666,2
106483720,0
3110349144,2
3152169756,0
311976773,1
820375720,0
637855665,0
371798976,1
568309759,0
5381048077,0
565163118,0
824816778,0
7296935248,0
7381214093,0
713483634,0
713515872,0
84569692,0
713129036,0
750189871,0
88370442,0
86638332,0
816926903,0
85173634,0
643598815,0
827386055,0
66571005,0
108446259,0
813984308,0
10414156179,0
1149507889,0
1133532184,0
371711319,0
117722294,0
1417398737,0
737001622,0
1435661418,0
5115228749,0
737005154,0
1151051866,0
634382116,0
758892851,0
743808233,0
165725933,0
112339450,0
4422718401,1
746850832,0
744090303,0
55638042,0
5116837198,0
88176621,0
1152831337,1
578871907,1
5219637338,0
1069754360,2
1154423111,0
5123410538,0
1152353025,0
1154341118,1
1136821872,0
5123475277,0
516771109,0
823330362,1
88838053,0
435252122,0
566053213,0
7220398344,0
758139340,0
745681192,2
5121156676,0
576669394,0
4422397985,0
10115522381,0
520272422,0
510605064,0
86339940,0
5119021013,0
756761064,0
5124169140,0
753255282,0
573329159,0
577203383,0
810177994,2
813815913,0
1385937810,0
825210202,0
387264206,0
84810517,0
811598624,0
84270898,0
333834681,0
810025659,0
815748543,0
360563337,0
3107272377,0
346060813,0
568859730,0
4106583840,0
3152044108,0
737505758,0
464555357,0
433192508,1
467682614,0
1035717325,0
108007395,0
459305873,0
436894255,0
335519500,0
4443683442,0
438010284,0
563995832,0
432788575,1
333870953,0
3407354347,0
371863960,0
636762302,0
458686681,0
374668100,0
472934592,0
494443623,2
369275171,0
584841492,0
371811166,0
449283193,1
4395275195,0
451689225,0
460968394,0
3378348391,0
3431222810,0
470072436,0
412651618,0
516458566,0
573617757,0
583262180,0
5392935319,0
5410796426,0
398181557,0
593627674,0
5108047290,0
335019300,0
392810708,0
5445345295,0
517525718,0
530275350,0
571943696,0
518623343,0
5402045767,0
5445154120,0
520634651,0
1066234862,0
568427679,0
569967138,1
1153976779,0
576489641,1
377949172,0
5422719096,0
1027497727,0
516771138,1
584764617,0
3412518536,0
362674260,0
320109555,0
526445173,0
715136158,0
567318903,0
335153337,0
3106697056,0
359994336,0
54513973,0
379989620,0
5403950991,2
10112739845,2
450343934,2
84255273,2
89276539,0
446963666,0
8425472293,0
827049266,0
333700824,0
345144390,0
1148053641,0
1140709045,0
129056083,0
4299812704,1
1393067835,0
1147763272,2
1141021271,0
1145995951,0
5117020325,0
4438172828,0
55894512,0
518955382,0
411513128,0
6165052751,0
565188753,0
640975014,0
519923594,1
112337989,0
488312573,0
5444750092,0
624156588,0
432879589,0
4379573191,0
59853406,0
3116316178,0
496772682,0
4108887630,0
4111799075,0
64969733,0
66813333,0
1152865375,0
732373013,0
750175977,0
817798510,0
520295570,0
565084697,0
576801605,0
5104842523,0
4412640719,0
644050368,1
6407408509,0
1041402437,2
611989093,0
469240166,0
624745518,0
6165090350,0
618317216,0
643548208,0
5394984358,0
5124099140,0
582362710,1
1298643538,0
634800705,1
598693229,0
1149061401,0
634159269,0
5406699603,0
137910584,0
593317133,2
758133640,0
5118198048,0
514132206,0
756763653,0
1154096535,0
1064234520,2
4430093900,0
513119489,0
4103481391,2
10449171052,0
5119704627,0
6414572750,0
366836440,0
590860642,0
377984350,0
5101741547,0
5118500316,0
10297034714,2
582495418,0
5119257713,0
580965606,0
5123280771,0
572047981,0
588136821,0
10120689543,2
590775551,0
565376650,0
753530920,0
10454017998,0
373065859,0
87784208,0
528928711,0
511100535,0
366901019,0
563377867,0
563217861,0
381998769,0
346051587,0
7395019895,0
335154347,0
5102343435,0
528564397,2
1021548490,2
816413549,1
88633530,0
1011258304,1
7444432337,2
77953290,0
85255502,0
756407382,0
811691001,0
1017022692,0
712480242,0
88622376,0
88694119,0
108357712,1
8444206626,1
1014242110,2
85467701,0
642246657,0
824201688,0
638481203,0
444210707,0
1036465943,0
810071983,0
580879732,0
3110588386,0
1410290313,0
126292381,0
127684041,0
5121811037,1
1152671002,0
1149812072,0
736280124,0
510592792,0
1036957725,2
739788327,0
1149864081,0
516104001,0
515486870,0
573780397,0
1146544266,0
596482296,0
1130841774,0
494377001,0
531265253,1
5113211820,0
757250886,0
7212804058,2
733768482,0
732554582,2
582436142,0
755115067,0
576991792,0
745154856,0
511669556,1
636051270,0
647209524,2
366768362,0
1125506009,0
3388192632,0
561807417,0
562816910,0
1146120954,0
1153723971,0
5113691846,0
1153356782,0
517529074,0
1153379408,0
5118033442,0
578939767,0
57335361,0
567077682,0
64720639,0
523189182,0
3424327828,0
5433465033,0
510273783,0
573304520,0
528540141,0
579104651,0
568789988,0
336334658,0
5124014640,0
8388297196,0
596387501,2
335965824,0
75548568,0
5119035485,0
5114819101,0
595738239,2
6408154307,0
438638999,0
7422482746,0
3109801997,2
637860176,0
575030285,0
572087876,1
815692570,0
88899136,1
10439556153,0
107274744,1
810078809,0
86174000,0
88632046,0
370575292,0
74909607,0
751837777,0
712199232,0
713894769,0
